,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
559,HP 15s-eq2065ns,2022.0,Windows,ryzen 3 5300u,4,8,2.6,3.8,7,4,15 W,radeon rx vega 6,0,,0,1500.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.69,
560,HP 15s-eq2059ns,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.69,
561,HP 15s-eq1156ur,2022.0,Windows,athlon gold 3150u,2,4,2.4,3.3,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.69,
562,HP 15s-eq1154ns,2022.0,Windows,3020e,2,2,1.2,2.6,14,4,6 W,radeon rx vega 3,0,,0,1200.0,0.0,4,0,4,128.0,SSD,15.6,1366,768,1.69,
563,HP 15s-du3577TU,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,15.6,1366,768,1.75,
564,HP 15s-du1031tx,2022.0,Windows,core i7-10510u,4,8,1.8,4.9,14,8,25 W,geforce mx250,2,GDDR5,64,937.0,1502.0,16,0,4,512.0,SSD,15.6,1920,1080,1.78,
565,HP 15-dy2024nr,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.69,
566,HP 15-dw4020nu,2022.0,Windows,core i7-1255u,10,12,1.7,4.7,10,12,15 W,geforce mx550,2,GDDR6,64,1065.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.78,
567,HP 15-db1068au,2022.0,Windows,ryzen 7 3700u,4,8,2.3,4.0,12,4,15 W,radeon rx vega 10,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,
568,HP 14s-fq1083AU,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.47,
569,HP 14s-fq0009ns,2022.0,Windows,3020e,2,2,1.2,2.6,14,4,6 W,radeon rx vega 3,0,,0,1200.0,0.0,4,0,4,512.0,SSD,14.0,1366,768,1.46,
570,HP 14s-dq4001ns,2022.0,Windows,core i7-1195g7,4,8,2.9,5.0,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.46,
571,HP 14s-dq4000ns,2022.0,Windows,core i5-1155g7,4,8,2.5,4.5,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.46,
572,HP 14s-dq2025ns,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.46,
573,HP 14s-dq2021ns,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.46,
574,HP 14-fq1025nr,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.46,
575,HP 14-ck2010tu,2022.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1366,768,1.5,
576,Huawei MateBook D 16 2022,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,1920,1200,1.7,1365.0
577,Huawei MateBook 16s i7,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,2520,1680,1.97,1786.0
578,Huawei MateBook D 15 Ryzen 5 5500U,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.607,598.0
579,Huawei MateBook 14 2021 AMD,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,2160,1440,1.456,1051.0
580,Huawei MateBook E Core i5,2022.0,Windows,core i5-1130g7,4,8,1.1,4.0,10,8,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,12.6,2560,1600,0.719,1260.0
581,Huawei MateBook 13s i5 11300H,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.4,2520,1680,1.32,1177.0
582,"Huawei MateBook D 16 2022, i5-12450H",2022.0,Windows,core i5-12450h,8,12,2.0,4.4,10,12,45 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,16,0,4,512.0,SSD,16.0,1920,1200,1.7,
583,"Huawei Matebook D 15 2022, i5-1155G7",2022.0,Windows,core i5-1155g7,4,8,2.5,4.5,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.6,
584,"Huawei MateBook D 15 2020, i5-10210U",2022.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.53,
585,Huawei MateBook 16 R5 5600H,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,16.0,2520,1680,1.99,
586,"Huawei MateBook 14 2022, i5-1240P",2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2160,1440,1.49,
587,Huawei MateBook 14 2020 AMD,2022.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,2160,1440,1.562,1156.0
588,Lenovo ThinkPad Z13 G1-21D20016GE,2022.0,Windows,ryzen 7 pro 6860z,8,16,2.7,4.75,6,16,28 W,radeon 680m,0,,0,2000.0,0.0,32,0,4,1024.0,SSD,13.3,2880,1800,1.289,3048.0
589,Lenovo Legion 5 Pro 16ARH7H RTX 3070 Ti,2022.0,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16,45 W,geforce rtx 3070 ti mobile,8,GDDR6,256,915.0,1750.0,32,0,5,1024.0,SSD,16.0,2560,1600,2.556,1800.0
590,ThinkPad L14 G3 AMD,2022.0,Windows,ryzen 5 pro 5675u,6,12,2.3,4.3,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.566,1071.0
591,Lenovo IdeaPad Gaming 3 15IAH7,2022.0,Windows,core i5-12500h,12,16,2.5,4.5,10,18,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.366,1050.0
592,Lenovo ThinkBook 16p G3 ARH,2022.0,Windows,ryzen 9 6900hx,8,16,3.3,4.9,6,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,3200,4,1024.0,SSD,16.0,2560,1600,2.08,2600.0
593,Lenovo Yoga Slim 7 Carbon 13IAP7-82U9005FGE,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,2560,1600,0.986,1577.0
594,Lenovo ThinkPad Z16 G1 21D5S00T00,2022.0,Windows,ryzen 7 pro 6850h,8,16,3.2,4.7,6,16,45 W,radeon rx 6500m,4,GDDR6,64,2000.0,2250.0,32,0,4,1024.0,SSD,16.0,1920,1200,1.887,2575.0
595,Lenovo ThinkPad T14 G3-21CF004NGE,2022.0,Windows,ryzen 7 pro 6850u,8,16,2.7,4.7,6,16,15 W,radeon 680m,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1200,1.447,1955.0
596,ThinkPad T16 G1 Intel,2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,1920,1200,1.949,1924.0
597,Lenovo ThinkBook Plus Gen3,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,2400,4,512.0,SSD,17.3,3072,1440,1.977,1600.0
598,Lenovo IdeaPad 5 Pro 16ARH7,2022.0,Windows,ryzen 5 6600hs,6,12,3.3,4.5,6,16,35 W,radeon 660m,0,,0,1500.0,0.0,16,0,4,512.0,SSD,16.0,2560,1600,1.944,1051.0
599,Lenovo Legion 7 16IAX7-82TD004SGE,2022.0,Windows,core i9-12900hx,16,24,2.3,5.0,10,30,55 W,geforce rtx 3080 ti mobile,16,GDDR6,256,810.0,2000.0,32,0,5,1024.0,SSD,16.0,2560,1600,2.567,4730.0
600,Yoga Slim 9,2022.0,Windows,core i7-1280p,14,20,1.8,4.8,10,24,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.389,2176.0
601,Lenovo Legion 7 16ARHA7,2022.0,Windows,ryzen 9 6900hx,8,16,3.3,4.9,6,16,45 W,radeon rx 6850m xt,12,GDDR6,192,2321.0,2000.0,32,0,5,2048.0,SSD,16.0,2560,1600,2.581,2500.0
602,Lenovo IdeaPad Gaming 3 15ARH7,2022.0,Windows,ryzen 5 6600h,6,12,3.3,4.5,6,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,8,2400,5,256.0,SSD,15.6,1920,1080,2.354,800.0
603,Lenovo ThinkBook 15 G4 21DL0009GE,2022.0,Windows,ryzen 5 5625u,6,12,2.3,4.3,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.757,
604,Lenovo ThinkBook 14 G4 21DK0004GE,2022.0,Windows,ryzen 5 5625u,6,12,2.3,4.3,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.454,
605,Lenovo ThinkPad X1 Nano Gen 2 Core i7-1280P,2022.0,Windows,core i7-1280p,14,20,1.8,4.8,10,24,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,2133,4,1024.0,SSD,13.0,2160,1350,0.958,2150.0
606,Lenovo Yoga 7-14ARB G7,2022.0,Windows,ryzen 7 6800u,8,16,2.7,4.7,6,16,15 W,radeon 680m,0,,0,2000.0,0.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.43,1418.0
607,Lenovo IdeaPad 5 Pro 14ITL6,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.415,840.0
608,Lenovo IdeaPad Flex 5i 14IAU7,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,4266,4,512.0,SSD,14.0,1920,1200,1.613,700.0
609,Lenovo ThinkPad Z13 21D2CTO1WW,2022.0,Windows,ryzen 5 pro 6650u,6,12,2.9,4.5,6,16,15 W,radeon 660m,0,,0,1500.0,0.0,16,0,4,512.0,SSD,13.3,1920,1200,1.196,1945.0
610,Lenovo Yoga 7 16IAP7,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,2560,1600,1.996,1400.0
611,Lenovo Legion 5 Pro 16IAH7H,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,5,2048.0,SSD,16.0,2560,1600,2.55,2101.0
612,Lenovo V17 G2,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx350,2,GDDR5,64,747.0,1752.0,16,0,4,512.0,SSD,17.3,1920,1080,2.157,1040.0
613,Lenovo ThinkPad X12 Detachable 20UW000KGE,2022.0,Windows,core i3-1110g4,2,4,1.8,3.9,10,6,15 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,12.3,1920,1280,1.094,1487.0
614,Lenovo ThinkPad X1 Carbon G10 21CC001RGE,2022.0,Windows,core i5-1250p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1200,1.193,2418.0
615,Lenovo IdeaPad 3 14ITL6 82H700CCGE,2022.0,Windows,celeron 6305,2,2,1.8,,10,4,15 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,4,0,4,128.0,SSD,14.0,1920,1080,1.41,314.0
616,Lenovo Yoga Slim 7i Pro 14IAP G7,2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.324,1103.0
617,ThinkPad P15v Gen2,2022.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,t1200 mobile,4,GDDR6,128,855.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,2.258,1892.0
618,Lenovo ThinkPad X1 Yoga G7 21CE002HGE,2022.0,Windows,core i7-1270p,12,16,2.2,4.8,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1200,1.489,3469.0
619,Lenovo Yoga 9i 14 2022 i7-1260P,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,3840,2400,1.429,2102.0
620,Lenovo Yoga 9 14IAP7 82LU0001US,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.428,
621,Lenovo Legion 5 15ACH6A-82NW0010GE,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx 6600m,8,GDDR6,128,2068.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.482,
622,Lenovo V15 Gen 2 AMD,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.64,631.0
623,Lenovo Legion 5 Pro 16 G7 i7 RTX 3070Ti,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3070 ti mobile,8,GDDR6,256,915.0,1750.0,16,0,5,1024.0,SSD,16.0,2560,1600,2.553,1997.0
624,ThinkPad T14s G2 AMD,2022.0,Windows,ryzen 7 pro 5850u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,32,0,4,1024.0,SSD,14.0,1920,1080,1.299,2038.0
625,Lenovo ThinkBook 15p G2 ITH 21B1000YGE,2022.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.917,1861.0
626,Lenovo Ideapad Gaming 3 15IHU-82K1002RGE,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.046,946.0
627,ThinkPad X1 Titanium Yoga G1 i5-1140G7,2022.0,Windows,core i5-1140g7,4,8,4.2,,10,8,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,13.5,2256,1504,1.196,3354.0
628,Lenovo Yoga Slim 7 Pro 14 OLED Ryzen 9,2022.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.374,1471.0
629,ThinkPad L13 Yoga G2 AMD,2022.0,Windows,ryzen 5 pro 5650u,6,12,2.3,4.2,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.432,946.0
630,Lenovo ThinkPad L13 Gen2-21AB000PGE,2022.0,Windows,ryzen 5 pro 5650u,6,12,2.3,4.2,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.378,1050.0
631,Lenovo Legion 5 17ACH6H-82JY0003GE,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,17.3,1920,1080,3.067,1903.0
632,Lenovo IdeaPad 3 15ITL05 81X80074GE,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,419.0
633,Lenovo ThinkPad P1 G4-20Y4Z9DVUS,2022.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,t1200 mobile,4,GDDR6,128,855.0,1250.0,16,0,4,512.0,SSD,16.0,2560,1600,1.842,2523.0
634,Lenovo ThinkBook 13s G3 20YA0005GE,2022.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,13.3,1920,1200,1.264,1125.0
635,Lenovo Yoga Slim 7 ProX 14IAH7-82TK0079GE,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,32,0,5,1024.0,SSD,14.5,3072,1920,1.45,
636,Lenovo Yoga Slim 7 ProX 14ARH7-82TL0042GE,2022.0,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16,35 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,5,1024.0,SSD,14.5,3072,1920,1.45,1682.0
637,Lenovo Yoga Slim 7 ProX 14ARH7-82TL000BGE,2022.0,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16,35 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,32,0,5,1024.0,SSD,14.5,3072,1920,1.45,1945.0
638,Lenovo Yoga Slim 7 Pro 14IHU5-82NH0048GE,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.38,1156.0
639,Lenovo Yoga Slim 7 Pro 14IHU5-82NH002QGE,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.38,1682.0
640,Lenovo Yoga Slim 7 Pro 14ACH5 O-82N5003TGE,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.39,1261.0
641,Lenovo Yoga Slim 7 Carbon 14ACN6-82L0005DGE,2022.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,1,512.0,SSD,14.0,2880,1800,1.1,
642,"Lenovo Yoga Slim 7 Carbon 14ACN6, 5800U",2022.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,14.0,2880,1800,1.1,
643,Lenovo Yoga Slim 7 Carbon 13IAP7-82U9002JUK,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,5,1024.0,SSD,13.3,2560,1600,0.968,
644,Lenovo Yoga Duet 7 13ITL6-82MA000RGE,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.0,2160,1350,0.802,
645,Lenovo Yoga 9 14ITL5-82BG009WUS,2022.0,Windows,core i7-1195g7,4,8,2.9,5.0,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,3840,2160,1.37,1997.0
646,Lenovo Yoga 7 14IAL7-82QE003GGE,2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,5,512.0,SSD,14.0,2880,1800,1.42,1261.0
647,Lenovo Yoga 7 14IAL7-82QE000KUS,2022.0,Windows,core i7-1255u,10,12,1.7,4.7,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,5,512.0,SSD,14.0,2240,1400,1.45,
648,"Lenovo Yoga 6 13ALC7, R5 5500U",2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,13.3,1920,1200,1.39,1041.0
649,Lenovo V17 G2 ITL-82NX00EBMH,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,17.3,1920,1080,2.2,
650,Lenovo V15 IML-82NB002RUS,2022.0,Windows,core i3-10110u,2,4,2.1,4.1,14,4,25 W,uhd graphics 620,0,,0,300.0,0.0,4,0,4,128.0,SSD,15.6,1366,768,1.85,578.0
651,Lenovo V14 IGL-82C2001QGE,2022.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,14.0,1366,768,1.6,
652,Lenovo V14 G2 ITL-82KA001KSP,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.6,526.0
653,Lenovo ThinkPad Z13 21D20029GE,2022.0,Windows,ryzen 7 pro 6850u,8,16,2.7,4.7,6,16,15 W,radeon 680m,0,,0,2000.0,0.0,32,0,5,1024.0,SSD,13.3,2880,1800,1.26,2418.0
654,Lenovo ThinkPad X1 Yoga G7 21CD006YGE,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,5,1024.0,SSD,14.0,3840,2400,1.38,3311.0
655,Lenovo ThinkPad X1 Yoga G6-20XY003GGE,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.39,2313.0
656,Lenovo ThinkPad X1 Extreme G4-20Y5001SPB,2022.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,512.0,SSD,16.0,3840,2400,1.81,3994.0
657,Lenovo ThinkPad X1 Extreme G4-20Y5001NGE,2022.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,32,0,4,1024.0,SSD,16.0,3840,2400,1.86,3784.0
658,Lenovo ThinkPad X1 Carbon G10-21CB00B9GE,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,5,2048.0,SSD,14.0,2880,1800,1.12,2943.0
659,Lenovo ThinkPad X1 Carbon G10-21CB009SGE,2022.0,Windows,core i7-1255u,10,12,1.7,4.7,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,5,512.0,SSD,14.0,1920,1200,1.12,2418.0
660,Lenovo ThinkPad T16 G1 21BV006DGE,2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,1920,1200,1.655,1840.0
661,Lenovo ThinkPad T15g G2-20YS002CUS,2022.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.87,3364.0
662,Lenovo ThinkPad P17 G2-20YU000KGE,2022.0,Windows,core i9-11950h,8,16,2.1,5.0,10,24,35 W,rtx a5000 mobile,16,GDDR6,256,900.0,1750.0,32,0,4,1024.0,SSD,17.3,3840,2160,3.37,5886.0
663,Lenovo ThinkPad P15 G2-20YQ001RGE,2022.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,rtx a2000 mobile,4,GDDR6,128,893.0,1375.0,16,0,4,512.0,SSD,15.6,1920,1080,2.87,2943.0
664,Lenovo ThinkPad P15 G2 20YQ0008GE,2022.0,Windows,xeon w-11955m,8,16,2.1,5.0,10,24,35 W,rtx a4000 mobile,8,GDDR6,256,1140.0,1500.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.67,3837.0
665,Lenovo ThinkPad P14s G2 20VX00A7GE,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,1587.0
666,Lenovo ThinkPad L15 G2-20X300P0GE,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.98,1209.0
667,Lenovo ThinkPad L14 G3 21C1003AGE,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.39,1156.0
668,Lenovo ThinkPad L13 Yoga G3 21B50043GE,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1200,1.32,1261.0
669,Lenovo ThinkPad E15 G4-21E60050GE,2022.0,Windows,core i7-1255u,10,12,1.7,4.7,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.7,1209.0
670,Lenovo ThinkPad E14 Gen2-20TA00HKSP,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.64,
