Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
HP Pavilion Gaming 16-a0000ns,2020,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Mobile,8 GB  , 512 GB SSD,"16.10 inch 16:9, 1920 x 1080 pixel 137 PPI, glossy: no",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),
HP Omen 15-dc1016no,2020,Intel Core i7-8750H,NVIDIA GeForce RTX 2070 Mobile,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no, 144 Hz",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),
HP 14s-dq1040ns,2020,Intel Core i3-1005G1,Intel UHD Graphics G1 (Ice Lake 32 EU),8 GB  , 256 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP Omen 17-cb1273ng,2020,Intel Core i7-10750H,NVIDIA GeForce RTX 2070 Super Mobile,"16 GB  ,, DDR4-2933", 1TB HDD + 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 144 Hz",3.3 kg ( = 116.4 oz / 7.28 pounds) ( = 0 oz / 0 pounds),1800 Euro
HP Envy 13-ba0047tu,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"8 GB  ,, DDR4-3200 (onboard)", 512B SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, IPS, 60 Hz",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),1100 Euro
HP 15s-fq1090ns,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),8 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP Omen 15-ek0071ng,2020,Intel Core i7-10750H,NVIDIA GeForce GTX 1660 Ti Mobile,"16 GB  ,, DDR4-2933", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.36 kg ( = 83.25 oz / 5.2 pounds) ( = 0 oz / 0 pounds),1600 Euro
HP 17-by3099ng,2020,Intel Core i3-1005G1,Intel UHD Graphics G1 (Ice Lake 32 EU),"8 GB  ,, DDR4-2666", 512GB,"17.30 inch 16:9, 1600 x 900 pixel 106 PPI, glossy: no, 60 Hz",2.38 kg ( = 83.95 oz / 5.25 pounds) ( = 0 oz / 0 pounds),550 Euro
HP Envy 15-ep0098nr,2020,Intel Core i7-10750H,NVIDIA GeForce RTX 2060 Max-Q,"16 GB  ,, DDR4-3200, 21-21-21-47, Dual-Channel,, 512 GB  ",", 512 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, 10-point capacitive, Samsung SDC4145, AMOLED, glossy: yes, 60 Hz","2.04 kg ( = 71.96 oz / 4.5 pounds), Power Supply: 656 g ( = 23.14 oz / 1.45 pounds)",1500 USD
HP Omen 17-cb1055ng,2020,Intel Core i7-10750H,NVIDIA GeForce RTX 2060 Mobile,"16 GB  ,, DDR4-2933", 1TB HDD + 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 144 Hz",3.31 kg ( = 116.76 oz / 7.3 pounds) ( = 0 oz / 0 pounds),1700 Euro
HP 15s-eq1014ns,2020,AMD Ryzen 3 3250U,AMD Radeon RX Vega 3,8 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP ProBook 450 G7 8WC04UT,2020,Intel Core i7-10510U,NVIDIA GeForce MX250,"64 GB  ,, DDR4-2666, 10-10-10-28, Dual-Channel","Crucial P1 SSD CT1000P1SSD8, 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, LG Philips LGD062E, IPS, glossy: no, 60 Hz","1.91 kg ( = 67.37 oz / 4.21 pounds), Power Supply: 289 g ( = 10.19 oz / 0.64 pounds)",1100 USD
HP Envy x360 13-ay0800no,2020,AMD Ryzen 5 4500U,AMD Radeon RX Vega 6 (Ryzen 4000/5000),8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
HP 14s-er0003tu,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),"8 GB  ,, DDR4-2666","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, 250 nits, 45% NTSC ",1.54 kg ( = 54.32 oz / 3.4 pounds) ( = 0 oz / 0 pounds),
HP Pavilion x360 14-dh1153ng,2020,Intel Core i5-10210U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2666, Single-Channel, two memory banks (one occupied),, 512 GB  ,, 436 GB free",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, capacitive, 10 point touch, native pen support, BOE NV140FHM-N4K, IPS, glossy: yes","1.58 kg ( = 55.73 oz / 3.48 pounds), Power Supply: 272 g ( = 9.59 oz / 0.6 pounds)",799 Euro
HP 17-by3250ng,2020,Intel Core i5-1035G1,NVIDIA GeForce MX330,"16 GB  ,, DDR4-2666", 512GB M.2,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.38 kg ( = 83.95 oz / 5.25 pounds) ( = 0 oz / 0 pounds),800 Euro
HP ProBook 445 G7 175W4EA,2020,AMD Ryzen 5 4500U,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"16 GB  ,, Single-Channel, 1x 16 GB module, 1 slot empty",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, BOE0868, IPS, glossy: no, 60 Hz","1.6 kg ( = 56.44 oz / 3.53 pounds), Power Supply: 283 g ( = 9.98 oz / 0.62 pounds)",800 Euro
HP Pavilion 15-cs1006ur,2020,Intel Core i7-8565U,NVIDIA GeForce GTX 1050 Ti Mobile,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
HP Envy 17-cg0001ng,2020,Intel Core i5-1035G1,NVIDIA GeForce MX330,"16 GB  ,, DDR4-3200", 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: yes, 60 Hz",2.73 kg ( = 96.3 oz / 6.02 pounds) ( = 0 oz / 0 pounds),1000 Euro
HP 14s-dk1003au,2020,AMD Athlon Gold 3150U,AMD Radeon RX Vega 3,4 GB  , 1 TB HDD,"14.00 inch 16:9, 1366 x 768 pixel 112 PPI",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP Omen 15t-ek000,2020,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti Mobile,"8 GB  ,, DDR4-2933","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.36 kg ( = 83.25 oz / 5.2 pounds) ( = 0 oz / 0 pounds),1000 Euro
HP Envy 17t-cg000,2020,Intel Core i7-1065G7,NVIDIA GeForce MX330,"16 GB  ,, DDR4-3200 / PC4-25600","WDC PC SN520 SDAPNUW-512G, 512 GB  ","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, No touch, AU Optronics AUO168E, IPS, glossy: yes, 60 Hz","2.73 kg ( = 96.3 oz / 6.02 pounds), Power Supply: 392 g ( = 13.83 oz / 0.86 pounds)",1599.99 USD
HP Pavilion Gaming 17-cd1275ng,2020,Intel Core i7-10750H,NVIDIA GeForce GTX 1660 Ti Max-Q,"16 GB  ,, DDR4-2933", 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 144 Hz",2.74 kg ( = 96.65 oz / 6.04 pounds) ( = 0 oz / 0 pounds),1350 Euro
HP Spectre x360 13-4150nb,2020,Intel Core i7-6500U,Intel HD Graphics 520,16 GB  , 512 GB SSD,"13.30 inch 16:9, 2560 x 1440 pixel 221 PPI",1.45 kg ( = 51.15 oz / 3.2 pounds) ( = 0 oz / 0 pounds),
HP ProBook 455 G7-175W8EA,2020,AMD Ryzen 7 4700U,AMD Radeon RX Vega 7,"16 GB  ,, DDR4-3200, single-channel, 1 out of 2 occupied",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AUO, B156HW02, IPS, glossy: no, 60 Hz","1.848 kg ( = 65.19 oz / 4.07 pounds), Power Supply: 270 g ( = 9.52 oz / 0.6 pounds)",950 EUR
HP Pavilion 15-cs3022ns,2020,Intel Core i7-1065G7,NVIDIA GeForce MX250,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
HP Spectre x360 13-aw0053na,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"16 GB  ,, DDR4-3200 (onboard)", 1TB Intel® SSD,"13.30 inch 16:9, 3840 x 2160 pixel 331 PPI, Capacitive, AMOLED, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
HP 15s-fq1089ns,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),8 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP Pavilion 15-cs1960nd,2020,Intel Core i5-8265U,NVIDIA GeForce MX150,8 GB  , 128 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
HP 15s-fq1111tu,2020,Intel Core i3-1005G1,Intel UHD Graphics G1 (Ice Lake 32 EU),"4 GB  ,, DDR4-2666","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.69 kg ( = 59.61 oz / 3.73 pounds) ( = 0 oz / 0 pounds),
HP 14s-dq0007ns,2020,Intel Core i3-8130U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP Spectre x360 13-aw0031ng,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),16 GB  , 1 TB SSD,"13.30 inch 16:9, 3840 x 2160 pixel 331 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
HP Envy x360 13-ay0010nr,2020,AMD Ryzen 5 4500U,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"8 GB  ,, DDR4-3200, 22-22-22-52, Dual-Channel","Toshiba KBG30ZMV256G, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, 10-point capacitive, native pen support, IPS, Chi Mei CMN139D, glossy: yes, 60 Hz","1.26 kg ( = 44.45 oz / 2.78 pounds), Power Supply: 281 g ( = 9.91 oz / 0.62 pounds)",800 USD
HP ZBook x2 G4-4QH82EA,2020,Intel Core i7-8550U,NVIDIA Quadro M620,32 GB  , 1 TB SSD,"14.00 inch 16:9, 3840 x 2160 pixel 315 PPI, glossy: yes",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
HP Pavilion 14-ce3003ns,2020,Intel Core i5-1035G1,NVIDIA GeForce MX130,8 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP Envy 13-aq1195nr,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"8 GB  ,, DDR4-2400", 512GB Intel SSD,"13.30 inch 16:9, 3840 x 2160 pixel 331 PPI, IPS, glossy: yes",1.17 kg ( = 41.27 oz / 2.58 pounds) ( = 0 oz / 0 pounds),1000 Euro
HP 15s-fq1111ns,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),12 GB  , 1 TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP Pavilion x360 14-dh1012ns,2020,Intel Core i5-10210U,Intel UHD Graphics 620,8 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP Omen 15-dh1059nr,2020,Intel Core i7-10750H,NVIDIA GeForce RTX 2060 Mobile,"16 GB  ,, DDR4-2933", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.39 kg ( = 84.3 oz / 5.27 pounds) ( = 0 oz / 0 pounds),1200 Euro
HP Envy x360 15-dr1679cl,2020,Intel Core i7-10510U,Intel UHD Graphics 620,"8 GB  ,, DDR4-1333, 19-19-19-43, Single-Channel,, 512 GB  ",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, 10-point capacitive, native pen support, AU Optronics B156HW02, IPS, glossy: yes, 60 Hz","2.05 kg ( = 72.31 oz / 4.52 pounds), Power Supply: 320 g ( = 11.29 oz / 0.71 pounds)",850 USD
HP EliteBook 735 G6 7KN29EA,2020,AMD Ryzen 5 PRO 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, DDR4 2400, 1 of 2 slots free, single-channel","WDC PC SN520 SDAPNUW-256G, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, CMN139E, IPS LED, glossy: no, 60 Hz","1.474 kg ( = 51.99 oz / 3.25 pounds), Power Supply: 334 g ( = 11.78 oz / 0.74 pounds)",1349 Euro
HP 15-dw1002nu,2020,Intel Core i3-10110U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2666","128 GB NVMe, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.78 kg ( = 62.79 oz / 3.92 pounds) ( = 0 oz / 0 pounds),
HP 14s-dq1431ng,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),"8 GB  ,, Dual-Channel,, 256 GB  ,, 190 GB free",", 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, AUO403D, IPS, glossy: no, 60 Hz","1.46 kg ( = 51.5 oz / 3.22 pounds), Power Supply: 280 g ( = 9.88 oz / 0.62 pounds)",570 Euro
HP Envy 17t-cg000,2020,Intel Core i7-1065G7,NVIDIA GeForce MX330,"16 GB  ,, DDR4-3200 / PC4-25600","WDC PC SN520 SDAPNUW-512G, 512 GB  ","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, No touch, AU Optronics AUO168E, IPS, glossy: yes, 60 Hz","2.73 kg ( = 96.3 oz / 6.02 pounds), Power Supply: 392 g ( = 13.83 oz / 0.86 pounds)",1599.99 USD
HP 15s-eq0025ns,2020,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),8 GB  , 256 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP 15s-eq0803ng,2020,AMD Ryzen 3 3200U,AMD Radeon RX Vega 3,"8 GB  ,, DDR4-2400","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no, 60 Hz",1.74 kg ( = 61.38 oz / 3.84 pounds) ( = 0 oz / 0 pounds),500 Euro
HP 470 G7 8VU24EA,2020,Intel Core i7-10510U,AMD Radeon 530,"16 GB  ,, DDR4-2666, dual-channel, two DIMM slots (both populated)","WDC PC SN520 SDAPNUW-512G, 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, BOE 077B, IPS, glossy: no, 60 Hz","2.36 kg ( = 83.25 oz / 5.2 pounds), Power Supply: 331 g ( = 11.68 oz / 0.73 pounds)",1099 Euro
HP 15s-fq1440ng,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"16 GB  ,, 2x 8 GB DDR4-2666 Ramaxel Technology",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, No, AU Optronics AUO61ED, TN, glossy: no, 60 Hz","1.592 kg ( = 56.16 oz / 3.51 pounds), Power Supply: 273 g ( = 9.63 oz / 0.6 pounds)",899 Euro
HP 15-da0215ns,2020,Intel Core i3-7020U,Intel HD Graphics 620,8 GB  , 512 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI, glossy: no",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
HP Elite Dragonfly-8MK79EA,2020,Intel Core i5-8265U,Intel UHD Graphics 620,"16 GB  ,, LPDDR3-2133, Dual-Channel, soldered,, 512 GB  ,, 512GB, 430 GB free",", 512 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, Capacitive, native pen support, AUO5E2D, IPS, Corning Gorilla Glass 5, glossy: yes, 60 Hz","1.139 kg ( = 40.18 oz / 2.51 pounds), Power Supply: 307 g ( = 10.83 oz / 0.68 pounds)",2200 Euro
HP Elitebook x360 1040 G6,2020,Intel Core i5-8265U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.35 kg ( = 47.62 oz / 2.98 pounds) ( = 0 oz / 0 pounds),
HP ProBook 430 G7-8VU53EA,2020,Intel Core i7-10510U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2400, 1 of 2 slots free","Toshiba KBG30ZMV256G, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, BOE08A6, IPS LED, glossy: no, 60 Hz","1.427 kg ( = 50.34 oz / 3.15 pounds), Power Supply: 273 g ( = 9.63 oz / 0.6 pounds)",1019 EUro
"HP ProBook 430 G7, i5-10210U",2020,Intel Core i5-10210U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2400","256 GB NVMe, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, IPS, glossy: no, 60 Hz",1.49 kg ( = 52.56 oz / 3.28 pounds) ( = 0 oz / 0 pounds),800 Euro
HP Pavilion Gaming 15-ec0003ns,2020,AMD Ryzen 7 3750H,NVIDIA GeForce GTX 1650 Mobile,16 GB  , 1 TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",2.25 kg ( = 79.37 oz / 4.96 pounds) ( = 0 oz / 0 pounds),
HP Pavilion 14-ce3001ns,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),16 GB  , 1 TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP Spectre x360 13-aw0361no,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),16 GB  , 512 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
"HP 470 G7, i5-10210U, Radeon 530",2020,Intel Core i5-10210U,AMD Radeon 530,"8 GB  ,, DDR4-2400","256 GB NVMe, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.36 kg ( = 83.25 oz / 5.2 pounds) ( = 0 oz / 0 pounds),850 Euro
HP Envy x360 15-ds0760nd,2020,AMD Ryzen 7 3700U,AMD Radeon RX Vega 10,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: yes",2 kg ( = 70.55 oz / 4.41 pounds) ( = 0 oz / 0 pounds),
HP Envy x360 13-ar0004ur,2020,AMD Ryzen 7 3700U,AMD Radeon RX Vega 10,16 GB  , 512 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
HP ProBook 450 G7-8VU93EA,2020,Intel Core i5-10210U,Intel UHD Graphics 620,"16 GB  ,, DDR4-2400", 512GB M.2 SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",2 kg ( = 70.55 oz / 4.41 pounds) ( = 0 oz / 0 pounds),1100 Euro
HP Pavilion x360 14-dh1004ns,2020,Intel Core i5-10210U,Intel UHD Graphics 620,8 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP 14s-dq1002ns,2020,Intel Core i3-1005G1,Intel UHD Graphics G1 (Ice Lake 32 EU),4 GB  , 128 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP Spectre x360 13-aw0013dx,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"8 GB  ,, 1866.7 MHz, 20-20-20-45, Dual-Channel,, 512 GB  ",", 512 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, 10-point capacitive, native pen support, AU Optronics AUO5E2D, IPS","1.242 kg ( = 43.81 oz / 2.74 pounds), Power Supply: 280 g ( = 9.88 oz / 0.62 pounds)",1300 USD
HP ProBook 4340s-C5C86EA,2020,Intel Core i3-3110M,Intel HD Graphics 4000,, 320 GB HDD,"13.30 inch 16:9, 1366 x 768 pixel 118 PPI",2 kg ( = 70.55 oz / 4.41 pounds) ( = 0 oz / 0 pounds),
HP Pavilion Power 15-cb093nd,2020,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile,8 GB  , 256 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
HP Pavilion x360 14-dh1011ns,2020,Intel Core i3-10110U,Intel UHD Graphics 620,4 GB  , 128 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: yes",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP Pavilion 14-ce3013tx,2020,Intel Core i7-1065G7,NVIDIA GeForce MX250,8 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),
HP 15s-fq0899no,2020,Intel Pentium Gold 4417U,Intel HD Graphics 610,4 GB  , 128 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
HP Spectre x360 13-aw0001nl,2020,Intel Core i5-1035G4,Intel Iris Plus Graphics G4 (Ice Lake 48 EU),8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
HP Pavilion Gaming 15-ec0014nl,2020,AMD Ryzen 7 3750H,NVIDIA GeForce GTX 1650 Mobile,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),
HP Pavilion 15-cs3011ns,2020,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),16 GB  , 1 TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
HP EliteBook 745 G6-7DB48AW,2020,AMD Ryzen 7 3700U,AMD Radeon RX Vega 10,"16 GB  ,, DDR4-2666", 512GB M.2 SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.53 kg ( = 53.97 oz / 3.37 pounds) ( = 0 oz / 0 pounds),1600 Euro
HP Omen X 15-dg0370ng,2020,Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 Mobile,"32 GB  ,, DDR4-3200", 2TB M.2 PCIe,"15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, IPS, NVIDIA G-Sync, glossy: no, 144 Hz",2.46 kg ( = 86.77 oz / 5.42 pounds) ( = 0 oz / 0 pounds),4000 Euro
HP 15-dw0017ns,2020,Intel Core i5-8265U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
HP 15-da0208ns,2020,Intel Core i3-7020U,Intel HD Graphics 620,8 GB  , 256 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
"HP ZBook 17 G6, Xeon E-2286, RTX 5000",2020,,NVIDIA Quadro RTX 5000 (Laptop),"64 GB  ,, DDR-2667", 2 X 2TB M.2,"17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, WLED, glossy: no, 60 Hz",3.2 kg ( = 112.88 oz / 7.05 pounds) ( = 0 oz / 0 pounds),
HP Pavilion Gaming 15-dk0760nd,2020,Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti Mobile,16 GB  , 256 GB SSD + 1 TB HDD,"15.60 inch 16:9, 1920 x 1080 pixel",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),
HP 14-dk0009ns,2020,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),8 GB  , 512 GB SSD,"14.00 inch 16:9, 1366 x 768 pixel 112 PPI, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP Elite Dragonfly-8MK79EA,2020,Intel Core i5-8265U,Intel UHD Graphics 620,"16 GB  ,, LPDDR3-2133, Dual-Channel, soldered,, 512 GB  ,, 512GB, 430 GB free",", 512 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, Capacitive, native pen support, AUO5E2D, IPS, Corning Gorilla Glass 5, glossy: yes, 60 Hz","1.139 kg ( = 40.18 oz / 2.51 pounds), Power Supply: 307 g ( = 10.83 oz / 0.68 pounds)",2200 Euro
HP 14-dk0013ns,2020,AMD A9-9425,AMD Radeon R5 (Stoney Ridge),8 GB  , 256 GB SSD,"14.00 inch 16:9, 1366 x 768 pixel 112 PPI",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
HP ZBook Studio x360 G5-9AV38PA,2020,Intel Core i7-8850H,NVIDIA Quadro P2000,16 GB  , 512GB M.2 PCIe,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Capacitive, IPS, glossy: yes, 60 Hz",2.22 kg ( = 78.31 oz / 4.89 pounds) ( = 0 oz / 0 pounds),2000 Euro
